country,region,year,gini,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,gdp,population
Moldova,MDA,2006,32.7,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7600,4146264.25
Moldova,MDA,2006,38.5,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7600,4146264.25
Moldova,MDA,2006,35.4,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7600,4146264.25
Moldova,MDA,2007,34.42,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7846,4130129
Moldova,MDA,2008,34.69,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,8474,4112886.25
Moldova,MDA,2009,32.91,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7975,4097515.25
Moldova,MDA,2010,32.05,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,8550,4086090
Moldova,MDA,2011,30.63,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,9053,4079167
Moldova,MDA,2012,29.16,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,9001,4075804
Moldova,MDA,2013,28.53,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,9817,4074585
Moldova,MDA,2014,26.83,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,10314,4073407
Moldova,MDA,2015,27.03,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,10361,4070705
Moldova,MDA,2016,26.35,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,10943,4066013
Moldova,MDA,2017,25.9,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,11651,4059687
Moldova,MDA,2018,25.66,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,12363,4051950
Moldova,MDA,2019,26.02,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,13027,4043258
Mongolia,MNG,1995,33.2,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4124,2298017
Mongolia,MNG,1997,31.4,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4310,2335744
Mongolia,MNG,1997,24.5,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4310,2335744
Mongolia,MNG,1997,32.1,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4310,2335744
Mongolia,MNG,1997,26.3,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4310,2335744
Mongolia,MNG,1998,30.27,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4416,2355667
Mongolia,MNG,2003,32.89,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,5068,2468765
Mongolia,MNG,2008,35.82,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,7352,2631899
Mongolia,MNG,2010,33.08,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,7471,2719902
Mongolia,MNG,2011,33.88,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,8603,2770357
Mongolia,MNG,2012,33.75,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,9477,2824698
Mongolia,MNG,2014,32.04,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,10967,2940111
Mongolia,MNG,2016,32.35,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,10962,3056358
Mongolia,MNG,2018,32.74,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,12029,3170214
Montenegro,MNE,2005,30.22,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,14049,616388
Montenegro,MNE,2006,30.04,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,15233,617863
Montenegro,MNE,2007,31.45,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,16248,619554
Montenegro,MNE,2008,30.49,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17391,621312
Montenegro,MNE,2009,31.01,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,16348,622933
Montenegro,MNE,2010,28.89,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,16764,624279
Montenegro,MNE,2011,30.82,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17287,625271
Montenegro,MNE,2012,32.27,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,16802,625931
Montenegro,MNE,2013,38.5,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17382,626342
Montenegro,MNE,2013,32.44,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17382,626342
Montenegro,MNE,2013,41.22,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17382,626342
Montenegro,MNE,2014,36.5,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17675,626650
Montenegro,MNE,2014,31.93,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17675,626650
Montenegro,MNE,2014,39.02,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,17675,626650
Montenegro,MNE,2015,36.5,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,18264,626957
Montenegro,MNE,2015,38.77,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,18264,626957
Montenegro,MNE,2016,36.5,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,18798,627271
Montenegro,MNE,2016,39.01,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,18798,627271
Montenegro,MNE,2017,36.7,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,19682,627563
Montenegro,MNE,2017,38.49,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,19682,627563
Montenegro,MNE,2018,34.7,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,20687,627803
Montenegro,MNE,2018,36.91,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,20687,627803
Montenegro,MNE,2019,34.1,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,21534,627988
Montenegro,MNE,2019,36.81,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,21534,627988
Montenegro,MNE,2020,32.9,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,18259,628062
Morocco,MAR,1955,48.6,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,2185,10502658
Morocco,MAR,1960,50,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,1957,12328532
Morocco,MAR,1965,50,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,2054,14230163
Morocco,MAR,1969,56,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,2313,15656846
Morocco,MAR,1970,54.5,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,2381,16004732
Morocco,MAR,1975,59,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,2698,17796172
Morocco,MAR,1980,52.4,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3347,19990006
Morocco,MAR,1985,39.19,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3497,22499112
Morocco,MAR,1985,31.7,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3497,22499112
Morocco,MAR,1985,40.5,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3497,22499112
Morocco,MAR,1991,39.21,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4019,25260406
Morocco,MAR,1991,31.2,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4019,25260406
Morocco,MAR,1991,38.2,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4019,25260406
Morocco,MAR,1995,35.6,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3821,26994256
Morocco,MAR,1999,39.35,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4342,28455504
Morocco,MAR,2001,40.64,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4634,29126322
Morocco,MAR,2007,41,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,5687,31163670
Morocco,MAR,2007,33,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,5687,31163670
Morocco,MAR,2007,41,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,5687,31163670
Morocco,MAR,2007,40.72,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,5687,31163670
Morocco,MAR,2014,39.55,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,6912,34192360
Mozambique,MOZ,1997,40,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,1997,53.56,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,1997,39.7,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,1997,37.3,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,1997,44.8,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,1997,44.2,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,548,16397176
Mozambique,MOZ,2003,42,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2003,47.04,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2003,41.5,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2003,40.5,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2003,47.1,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2003,46.8,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,757,19331098
Mozambique,MOZ,2009,42,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2009,45.58,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2009,41.5,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2009,39.7,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2009,46,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2009,44.5,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,991,22894718
Mozambique,MOZ,2015,47,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Mozambique,MOZ,2015,54,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Mozambique,MOZ,2015,46.8,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Mozambique,MOZ,2015,43.9,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Mozambique,MOZ,2015,53.7,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Mozambique,MOZ,2015,51.1,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1263,27042002
Myanmar,MMR,1958,38.1,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,350,20819752
Myanmar,MMR,1958,31.8,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,350,20819752
Myanmar,MMR,1958,35,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,350,20819752
Myanmar,MMR,2005,,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1660,48949928
Myanmar,MMR,2010,,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,2763,50600828
Myanmar,MMR,2015,38.07,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,3663,52680724
Myanmar,MMR,2017,30.7,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,4225,53382520
Namibia,NAM,1994,70.1,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,6213,1591826
Namibia,NAM,1994,74.3,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,6213,1591826
Namibia,NAM,2004,60,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,7943,1907737
Namibia,NAM,2004,63.32,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,7943,1907737
Namibia,NAM,2010,59.7,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,9031,2118877
Namibia,NAM,2010,,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,9031,2118877
Namibia,NAM,2010,60.97,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,9031,2118877
Namibia,NAM,2016,56,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,10471,2358044
Namibia,NAM,2016,,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,10471,2358044
Namibia,NAM,2016,59.07,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,10471,2358044
Nauru,NRU,2013,,Oceania,Micronesia,East Asia and the Pacific,Non-EU,Non-OECD,High income,10493,10208
Nauru,NRU,2013,34.77,Oceania,Micronesia,East Asia and the Pacific,Non-EU,Non-OECD,High income,10493,10208
Nepal,NPL,1977,53,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,1329,14028535
Nepal,NPL,1985,30.06,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,1468,16858314
Nepal,NPL,1996,50.5,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,1876,22090352
Nepal,NPL,1996,35.21,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,1876,22090352
Nepal,NPL,2004,43.77,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,2234,25419338
Nepal,NPL,2011,32.84,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,2793,27041220
Netherlands,NLD,1938,48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,
Netherlands,NLD,1946,46,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,
Netherlands,NLD,1946,50,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,
Netherlands,NLD,1950,41,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,12666,10042051
Netherlands,NLD,1950,45,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,12666,10042051
Netherlands,NLD,1952,45,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,12851,10297986
Netherlands,NLD,1962,44,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,18247,11766730
Netherlands,NLD,1962,44,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,18247,11766730
Netherlands,NLD,1962,42,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,18247,11766730
Netherlands,NLD,1967,44.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21842,12556841
Netherlands,NLD,1967,35.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21842,12556841
Netherlands,NLD,1973,29.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27631,13431187
Netherlands,NLD,1973,34.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27631,13431187
Netherlands,NLD,1977,23.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29946,13892920
Netherlands,NLD,1977,28.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29946,13892920
Netherlands,NLD,1977,26.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29946,13892920
Netherlands,NLD,1977,42.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29946,13892920
Netherlands,NLD,1981,24.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30681,14223757
Netherlands,NLD,1981,29.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30681,14223757
Netherlands,NLD,1981,28.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30681,14223757
Netherlands,NLD,1983,28.41,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,25.51,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,30.86,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,32.45,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,29.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,34.74,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,28.37,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,27.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1983,29.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30592,14365388
Netherlands,NLD,1985,24.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32282,14513947
Netherlands,NLD,1985,29.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32282,14513947
Netherlands,NLD,1985,27.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32282,14513947
Netherlands,NLD,1985,47.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32282,14513947
Netherlands,NLD,1985,28.1,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32282,14513947
Netherlands,NLD,1987,27.48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,23.74,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,31.19,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,31.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,28.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,36.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,26.77,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,29.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1987,29.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33241,14682662
Netherlands,NLD,1988,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33889,14774031
Netherlands,NLD,1989,29.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35265,14868659
Netherlands,NLD,1990,25.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36461,14965442
Netherlands,NLD,1990,32.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36461,14965442
Netherlands,NLD,1990,29.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36461,14965442
Netherlands,NLD,1990,47.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36461,14965442
Netherlands,NLD,1990,31.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36461,14965442
Netherlands,NLD,1991,31.51,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,26.98,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,27.14,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,32.48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,32.93,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,28.92,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,29.08,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,34.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,25.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,31.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,27.1,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1991,41.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37058,15064522
Netherlands,NLD,1992,25.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37406,15165856
Netherlands,NLD,1992,31.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37406,15165856
Netherlands,NLD,1993,25.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37613,15268005
Netherlands,NLD,1993,31.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37613,15268005
Netherlands,NLD,1993,30.43,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37613,15268005
Netherlands,NLD,1994,30.57,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,26.25,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,26.18,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,31.21,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,34.04,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,30.38,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,30.36,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,35.08,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,25.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1994,31.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38494,15369121
Netherlands,NLD,1995,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,29.56,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,24.85,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,24.61,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,27.41,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,32.73,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,26.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,25.94,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,26.77,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,25.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,31.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,29.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1995,48.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39498,15467852
Netherlands,NLD,1996,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,32.39,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,27.73,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,27.63,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,29.72,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,34.43,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,28.46,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,27.82,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,28.05,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,25.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1996,32,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40692,15563252
Netherlands,NLD,1997,26,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,32.72,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,28.36,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,28.04,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,30.26,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,34.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,29.01,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,28.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
Netherlands,NLD,1997,28.86,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42235,15655482
